week,week_starting,vaccine_type,allocated_doses,pharmacyID
Week 13,3/8/21,Johnson,100,332
Week 4,1/4/21,Moderna,100,332
Week 2,12/21/20,Moderna,100,332
Week 13,3/8/21,Moderna,100,333
Week 4,1/4/21,Moderna,200,333
Week 2,12/21/20,Moderna,100,333
Week 2,12/21/20,Moderna,500,334
Week 13,3/8/21,Moderna,100,335
Week 12,3/1/21,Moderna,100,335
Week 11,2/22/21,Moderna,100,335
Week 9,2/8/21,Moderna,100,335
Week 2,12/21/20,Moderna,300,335
Week 8,2/1/21,Moderna,100,336
Week 2,12/21/20,Moderna,400,336
Week 9,2/8/21,Moderna,100,337
Week 2,12/21/20,Moderna,300,337
Week 2,12/21/20,Moderna,200,338
Week 13,3/8/21,Moderna,200,339
Week 9,2/8/21,Moderna,400,339
Week 8,2/1/21,Moderna,500,339
Week 2,12/21/20,Moderna,500,339
Week 13,3/8/21,Moderna,100,340
Week 12,3/1/21,Moderna,100,340
Week 9,2/8/21,Moderna,100,340
Week 2,12/21/20,Moderna,200,340
Week 13,3/8/21,Moderna,100,341
Week 10,2/15/21,Moderna,100,341
Week 2,12/21/20,Moderna,300,341
Week 8,2/1/21,Moderna,300,342
Week 2,12/21/20,Moderna,100,342
Week 2,12/21/20,Moderna,400,343
Week 12,3/1/21,Moderna,100,344
Week 11,2/22/21,Moderna,100,344
Week 2,12/21/20,Moderna,100,344
Week 13,3/8/21,Moderna,100,345
Week 6,1/18/21,Moderna,100,345
Week 4,1/4/21,Moderna,100,345
Week 2,12/21/20,Moderna,200,345
Week 13,3/8/21,Moderna,100,346
Week 12,3/1/21,Moderna,100,346
Week 2,12/21/20,Moderna,300,346
Week 13,3/8/21,Moderna,100,347
Week 2,12/21/20,Moderna,400,347
Week 2,12/21/20,Moderna,100,348
Week 13,3/8/21,Moderna,100,349
Week 9,2/8/21,Moderna,100,349
Week 2,12/21/20,Moderna,100,349
Week 13,3/8/21,Moderna,100,350
Week 2,12/21/20,Moderna,300,350
Week 13,3/8/21,Moderna,100,351
Week 12,3/1/21,Moderna,200,351
Week 11,2/22/21,Moderna,100,351
Week 2,12/21/20,Moderna,400,351
Week 2,12/21/20,Moderna,400,352
Week 13,3/8/21,Moderna,100,353
Week 2,12/21/20,Moderna,400,353
Week 13,3/8/21,Moderna,100,354
Week 11,2/22/21,Moderna,100,354
Week 2,12/21/20,Moderna,300,354
Week 12,3/1/21,Moderna,100,355
Week 11,2/22/21,Moderna,200,355
Week 10,2/15/21,Moderna,100,355
Week 2,12/21/20,Moderna,500,355
Week 13,3/8/21,Johnson,200,356
Week 12,3/1/21,Moderna,100,356
Week 11,2/22/21,Moderna,200,356
Week 10,2/15/21,Moderna,200,356
Week 9,2/8/21,Moderna,100,356
Week 2,12/21/20,Moderna,100,356
Week 13,3/8/21,Johnson,200,357
Week 9,2/8/21,Moderna,300,357
Week 2,12/21/20,Moderna,300,357
Week 2,12/21/20,Moderna,500,358
Week 2,12/21/20,Moderna,200,359
Week 11,2/22/21,Moderna,100,360
Week 10,2/15/21,Moderna,100,360
Week 2,12/21/20,Moderna,100,360
Week 2,12/21/20,Moderna,100,361
Week 13,3/8/21,Moderna,100,362
Week 2,12/21/20,Moderna,500,362
Week 2,12/21/20,Moderna,500,363
Week 2,12/21/20,Moderna,100,364
Week 12,3/1/21,Moderna,100,365
Week 2,12/21/20,Moderna,100,365
Week 2,12/21/20,Moderna,500,366
Week 13,3/8/21,Johnson,100,367
Week 12,3/1/21,Moderna,100,367
Week 9,2/8/21,Moderna,100,367
Week 2,12/21/20,Moderna,100,367
Week 2,12/21/20,Moderna,400,368
Week 13,3/8/21,Johnson,100,369
Week 12,3/1/21,Moderna,100,369
Week 4,1/4/21,Moderna,100,369
Week 2,12/21/20,Moderna,100,369
Week 13,3/8/21,Johnson,100,370
Week 10,2/15/21,Moderna,200,370
Week 9,2/8/21,Moderna,100,370
Week 3,12/28/20,Moderna,100,370
Week 2,12/21/20,Moderna,100,370
Week 12,3/1/21,Moderna,100,371
Week 11,2/22/21,Moderna,100,371
Week 2,12/21/20,Moderna,100,371
Week 13,3/8/21,Johnson,200,372
Week 12,3/1/21,Moderna,100,372
Week 4,1/4/21,Moderna,100,372
Week 2,12/21/20,Moderna,200,372
Week 13,3/8/21,Johnson,100,373
Week 11,2/22/21,Moderna,200,373
Week 4,1/4/21,Moderna,100,373
Week 2,12/21/20,Moderna,100,373
Week 13,3/8/21,Johnson,100,374
Week 2,12/21/20,Moderna,400,374
Week 13,3/8/21,Moderna,100,375
Week 12,3/1/21,Moderna,100,375
Week 11,2/22/21,Moderna,100,375
Week 2,12/21/20,Moderna,300,375
Week 13,3/8/21,Johnson,200,376
Week 9,2/8/21,Moderna,100,376
Week 4,1/4/21,Moderna,100,376
Week 2,12/21/20,Moderna,100,376
Week 2,12/21/20,Moderna,100,377
Week 13,3/8/21,Johnson,200,378
Week 2,12/21/20,Moderna,500,378
Week 13,3/8/21,Johnson,100,379
Week 2,12/21/20,Moderna,100,379
Week 2,12/21/20,Moderna,500,380
Week 11,2/22/21,Moderna,100,381
Week 10,2/15/21,Moderna,100,381
Week 2,12/21/20,Moderna,100,381
Week 2,12/21/20,Moderna,500,382
Week 13,3/8/21,Johnson,200,383
Week 12,3/1/21,Moderna,100,383
Week 11,2/22/21,Moderna,100,383
Week 9,2/8/21,Moderna,100,383
Week 8,2/1/21,Moderna,100,383
Week 2,12/21/20,Moderna,100,383
Week 13,3/8/21,Johnson,100,384
Week 2,12/21/20,Moderna,300,384
Week 13,3/8/21,Johnson,100,385
Week 9,2/8/21,Moderna,100,385
Week 4,1/4/21,Moderna,100,385
Week 2,12/21/20,Moderna,100,385
Week 2,12/21/20,Moderna,500,386
Week 13,3/8/21,Johnson,100,387
Week 12,3/1/21,Moderna,100,387
Week 11,2/22/21,Moderna,100,387
Week 9,2/8/21,Moderna,100,387
Week 2,12/21/20,Moderna,100,387
Week 2,12/21/20,Moderna,100,388
Week 9,2/8/21,Moderna,100,389
Week 2,12/21/20,Moderna,200,389
Week 13,3/8/21,Johnson,100,390
Week 2,12/21/20,Moderna,100,390
Week 13,3/8/21,Johnson,100,391
Week 12,3/1/21,Moderna,100,391
Week 11,2/22/21,Moderna,100,391
Week 6,1/18/21,Moderna,200,391
Week 2,12/21/20,Moderna,100,391
Week 13,3/8/21,Johnson,100,392
Week 4,1/4/21,Moderna,100,392
Week 3,12/28/20,Moderna,100,392
Week 2,12/21/20,Moderna,100,392
Week 2,12/21/20,Moderna,500,393
Week 13,3/8/21,Johnson,100,394
Week 12,3/1/21,Moderna,100,394
Week 9,2/8/21,Moderna,100,394
Week 2,12/21/20,Moderna,100,394
Week 13,3/8/21,Moderna,100,395
Week 11,2/22/21,Moderna,100,395
Week 2,12/21/20,Moderna,300,395
Week 12,3/1/21,Moderna,100,396
Week 4,1/4/21,Moderna,100,396
Week 13,3/8/21,Moderna,100,397
Week 10,2/15/21,Moderna,100,397
Week 6,1/18/21,Moderna,300,397
Week 2,12/21/20,Moderna,200,397
Week 13,3/8/21,Johnson,100,398
Week 2,12/21/20,Moderna,100,398
Week 13,3/8/21,Johnson,100,399
Week 4,1/4/21,Moderna,100,399
Week 3,12/28/20,Moderna,100,399
Week 2,12/21/20,Moderna,100,399
Week 13,3/8/21,Johnson,100,400
Week 2,12/21/20,Moderna,200,400
Week 11,2/22/21,Moderna,100,401
Week 2,12/21/20,Moderna,500,401
Week 13,3/8/21,Johnson,200,402
Week 12,3/1/21,Moderna,100,402
Week 11,2/22/21,Moderna,100,402
Week 9,2/8/21,Moderna,100,402
Week 8,2/1/21,Moderna,100,402
Week 2,12/21/20,Moderna,100,402
Week 13,3/8/21,Johnson,200,403
Week 2,12/21/20,Moderna,100,403
Week 13,3/8/21,Moderna,200,404
Week 11,2/22/21,Moderna,100,404
Week 2,12/21/20,Moderna,500,404
Week 13,3/8/21,Johnson,100,405
Week 10,2/15/21,Moderna,100,405
Week 9,2/8/21,Moderna,100,405
Week 2,12/21/20,Moderna,100,405
Week 13,3/8/21,Johnson,200,406
Week 11,2/22/21,Moderna,200,406
Week 9,2/8/21,Moderna,100,406
Week 4,1/4/21,Moderna,100,406
Week 2,12/21/20,Moderna,100,406
Week 13,3/8/21,Johnson,100,407
Week 2,12/21/20,Moderna,100,407
Week 13,3/8/21,Johnson,100,408
Week 11,2/22/21,Moderna,100,408
Week 10,2/15/21,Moderna,100,408
Week 4,1/4/21,Moderna,100,408
Week 13,3/8/21,Johnson,100,409
Week 11,2/22/21,Moderna,100,409
Week 2,12/21/20,Moderna,100,409
Week 13,3/8/21,Johnson,100,410
Week 4,1/4/21,Moderna,100,410
Week 2,12/21/20,Moderna,100,410
Week 2,12/21/20,Moderna,100,411
Week 13,3/8/21,Johnson,100,412
Week 11,2/22/21,Moderna,100,412
Week 10,2/15/21,Moderna,200,412
Week 2,12/21/20,Moderna,100,412
Week 13,3/8/21,Johnson,100,413
Week 4,1/4/21,Moderna,100,413
Week 2,12/21/20,Moderna,200,413
Week 13,3/8/21,Johnson,300,414
Week 6,1/18/21,Pfizer,975,414
Week 2,12/21/20,Moderna,300,414
Week 7,1/25/21,Moderna,100,415
Week 4,1/4/21,Moderna,100,415
Week 2,12/21/20,Moderna,100,415
Week 13,3/8/21,Johnson,100,416
Week 13,3/8/21,Johnson,100,417
Week 13,3/8/21,Johnson,100,418
Week 13,3/8/21,Johnson,300,419
Week 12,3/1/21,Moderna,100,419
Week 3,12/28/20,Moderna,200,420
Week 4,1/4/21,Moderna,100,421
Week 2,12/21/20,Moderna,100,422
Week 3,12/28/20,Moderna,1200,423
Week 2,12/21/20,Moderna,2500,423
Week 11,2/22/21,Moderna,200,424
Week 3,12/28/20,Moderna,100,425
Week 13,3/8/21,Johnson,500,426
Week 2,12/21/20,Moderna,900,426
Week 13,3/8/21,Johnson,500,427
Week 2,12/21/20,Moderna,1100,427
Week 13,3/8/21,Pfizer,1170,428
Week 12,3/1/21,Pfizer,1170,428
Week 11,2/22/21,Pfizer,1170,428
Week 10,2/15/21,Pfizer,975,428
Week 9,2/8/21,Pfizer,975,428
Week 8,2/1/21,Pfizer,975,428
Week 7,1/25/21,Pfizer,975,428
Week 5,1/11/21,Moderna,100,428
Week 3,12/28/20,Moderna,100,428
Week 2,12/21/20,Moderna,500,428
Week 13,3/8/21,Johnson,1000,429
Week 2,12/21/20,Moderna,100,429
Week 11,2/22/21,Moderna,200,430
Week 13,3/8/21,Johnson,200,431
Week 13,3/8/21,Johnson,500,432
Week 8,2/1/21,Moderna,100,432
Week 12,3/1/21,Moderna,100,433
Week 13,3/8/21,Moderna,1100,434
Week 12,3/1/21,Moderna,3000,434
Week 11,2/22/21,Moderna,3000,434
Week 10,2/15/21,Moderna,3000,434
Week 9,2/8/21,Moderna,1000,434
Week 7,1/25/21,Moderna,500,434
Week 5,1/11/21,Moderna,100,434
Week 13,3/8/21,Johnson,100,435
Week 11,2/22/21,Moderna,100,435
Week 7,1/25/21,Moderna,100,435
Week 3,12/28/20,Moderna,100,435
Week 6,1/18/21,Moderna,100,436
Week 13,3/8/21,Johnson,100,437
Week 12,3/1/21,Moderna,100,437
Week 8,2/1/21,Moderna,100,437
Week 5,1/11/21,Moderna,100,437
Week 5,1/11/21,Moderna,300,438
Week 5,1/11/21,Moderna,6000,439
Week 13,3/8/21,Johnson,100,440
Week 12,3/1/21,Moderna,100,440
Week 13,3/8/21,Johnson,100,441
Week 4,1/4/21,Moderna,200,441
Week 2,12/21/20,Moderna,100,441
Week 13,3/8/21,Johnson,200,442
Week 13,3/8/21,Johnson,100,443
Week 4,1/4/21,Moderna,100,443
Week 13,3/8/21,Johnson,100,444
Week 11,2/22/21,Moderna,100,445
Week 13,3/8/21,Moderna,100,446
Week 12,3/1/21,Moderna,100,446
Week 11,2/22/21,Moderna,100,446
Week 9,2/8/21,Moderna,200,446
Week 13,3/8/21,Johnson,100,447
Week 2,12/21/20,Moderna,500,448
Week 13,3/8/21,Johnson,100,449
Week 13,3/8/21,Johnson,100,450
Week 12,3/1/21,Moderna,200,451
Week 13,3/8/21,Johnson,100,452
Week 4,1/4/21,Moderna,300,453
Week 9-Fed,2/8/21,Moderna,100,454
Week 13,3/8/21,Johnson,100,455
Week 12,3/1/21,Moderna,100,456
Week 2,12/21/20,Moderna,700,456
Week 2,12/21/20,Moderna,500,457
Week 13,3/8/21,Johnson,100,458
Week 12,3/1/21,Moderna,100,458
Week 8,2/1/21,Moderna,100,458
Week 5,1/11/21,Moderna,100,458
Week 8,2/1/21,Moderna,100,459
Week 13,3/8/21,Moderna,200,460
Week 12,3/1/21,Moderna,100,460
Week 10,2/15/21,Moderna,100,460
Week 8,2/1/21,Moderna,200,460
Week 13,3/8/21,Johnson,100,461
Week 12,3/1/21,Moderna,100,462
Week 4,1/4/21,Moderna,100,463
Week 13,3/8/21,Johnson,100,464
Week 13,3/8/21,Johnson,100,465
Week 2,12/21/20,Moderna,100,466
Week 13,3/8/21,Johnson,100,467
Week 4,1/4/21,Moderna,100,467
Week 6,1/18/21,Moderna,100,468
Week 13,3/8/21,Johnson,100,469
Week 11,2/22/21,Moderna,100,469
Week 6,1/18/21,Moderna,100,469
Week 11,2/22/21,Moderna,100,470
Week 10,2/15/21,Moderna,200,470
Week 13,3/8/21,Moderna,500,471
Week 7,1/25/21,Moderna,200,471
Week 5,1/11/21,Moderna,400,472
Week 10,2/15/21,Moderna,300,473
Week 11,2/22/21,Moderna,100,474
Week 10,2/15/21,Moderna,100,474
Week 5,1/11/21,Moderna,100,475
Week 13,3/8/21,Johnson,100,476
Week 4,1/4/21,Moderna,1000,477
Week 3,12/28/20,Moderna,100,478
Week 13,3/8/21,Moderna,6000,479
Week 12,3/1/21,Moderna,6000,479
Week 11,2/22/21,Moderna,6000,479
Week 10,2/15/21,Moderna,6000,479
Week 9,2/8/21,Moderna,6000,479
Week 8,2/1/21,Moderna,6000,479
Week 7,1/25/21,Moderna,6000,479
Week 6,1/18/21,Moderna,6000,479
Week 3,12/28/20,Moderna,100,479
Week 13,3/8/21,Johnson,100,480
Week 11,2/22/21,Moderna,100,480
Week 10,2/15/21,Moderna,100,480
Week 7,1/25/21,Moderna,100,480
Week 10,2/15/21,Moderna,100,481
Week 2,12/21/20,Moderna,100,481
Week 13,3/8/21,Johnson,200,482
Week 12,3/1/21,Moderna,100,482
Week 9,2/8/21,Moderna,100,482
Week 13,3/8/21,Johnson,100,483
Week 2,12/21/20,Moderna,900,484
Week 9-Fed,2/8/21,Moderna,600,485
Week 4,1/4/21,Moderna,100,485
Week 2,12/21/20,Moderna,500,485
Week 4,1/4/21,Moderna,100,486
Week 13,3/8/21,Johnson,100,487
Week 2,12/21/20,Moderna,500,487
Week 11,2/22/21,Moderna,500,488
Week 2,12/21/20,Moderna,500,488
Week 2,12/21/20,Moderna,600,489
Week 13,3/8/21,Johnson,100,490
Week 6,1/18/21,Moderna,100,490
Week 13,3/8/21,Moderna,400,491
Week 6,1/18/21,Moderna,100,491
Week 13,3/8/21,Johnson,100,492
Week 13,3/8/21,Moderna,200,493
Week 6,1/18/21,Moderna,100,493
Week 4,1/4/21,Moderna,100,494
Week 12,3/1/21,Moderna,100,495
Week 6,1/18/21,Moderna,100,495
Week 9,2/8/21,Moderna,100,496
Week 12,3/1/21,Moderna,100,497
Week 8,2/1/21,Moderna,300,497
Week 13,3/8/21,Moderna,500,498
Week 4,1/4/21,Moderna,100,498
Week 2,12/21/20,Moderna,1500,498
Week 3,12/28/20,Moderna,100,499
Week 10,2/15/21,Moderna,100,500
Week 9,2/8/21,Moderna,100,501
Week 13,3/8/21,Moderna,500,502
Week 12,3/1/21,Moderna,100,502
Week 9,2/8/21,Moderna,100,502
Week 6,1/18/21,Moderna,100,502
Week 12,3/1/21,Moderna,100,503
Week 6,1/18/21,Moderna,100,503
Week 12,3/1/21,Moderna,100,504
Week 6,1/18/21,Moderna,100,504
Week 12,3/1/21,Moderna,100,505
Week 9,2/8/21,Moderna,100,505
Week 7,1/25/21,Moderna,100,506
Week 12,3/1/21,Moderna,100,507
Week 7,1/25/21,Moderna,100,508
Week 12,3/1/21,Moderna,100,509
Week 12,3/1/21,Moderna,100,510
Week 13,3/8/21,Johnson,100,511
Week 2,12/21/20,Moderna,100,511
Week 13,3/8/21,Moderna,1200,512
Week 12,3/1/21,Moderna,1200,512
Week 11,2/22/21,Moderna,1200,512
Week 10,2/15/21,Moderna,1200,512
Week 9,2/8/21,Moderna,1200,512
Week 8,2/1/21,Moderna,1200,512
Week 7,1/25/21,Moderna,1200,512
Week 6,1/18/21,Moderna,1200,512
Week 4,1/4/21,Moderna,300,512
Week 2,12/21/20,Moderna,200,512
Week 11,2/22/21,Moderna,100,513
Week 13,3/8/21,Johnson,100,514
Week 11,2/22/21,Moderna,100,514
Week 7,1/25/21,Moderna,300,514
Week 2,12/21/20,Moderna,100,514
Week 13,3/8/21,Moderna,5000,515
Week 12,3/1/21,Moderna,5000,515
Week 11,2/22/21,Moderna,4000,515
Week 10,2/15/21,Moderna,3000,515
Week 9,2/8/21,Moderna,2000,515
Week 8,2/1/21,Moderna,5000,515
Week 7,1/25/21,Moderna,1200,515
Week 6,1/18/21,Moderna,1200,515
Week 3,12/28/20,Moderna,300,515
Week 2,12/21/20,Moderna,300,515
Week 13,3/8/21,Johnson,300,516
Week 4,1/4/21,Moderna,300,516
Week 13,3/8/21,Johnson,300,517
Week 4,1/4/21,Moderna,200,517
Week 13,3/8/21,Johnson,200,518
Week 4,1/4/21,Moderna,200,518
Week 5,1/11/21,Moderna,100,519
Week 13,3/8/21,Johnson,100,520
Week 4,1/4/21,Moderna,100,521
Week 13,3/8/21,Pfizer,2340,522
Week 12,3/1/21,Pfizer,2340,522
Week 11,2/22/21,Pfizer,2340,522
Week 10,2/15/21,Pfizer,1950,522
Week 9,2/8/21,Pfizer,1950,522
Week 8,2/1/21,Pfizer,1950,522
Week 7,1/25/21,Pfizer,1950,522
Week 6,1/18/21,Pfizer,1950,522
Week 4,1/4/21,Moderna,1000,522
Week 1,12/14/20,Pfizer,5850,522
Week 13,3/8/21,Johnson,300,523
Week 5,1/11/21,Moderna,100,523
Week 3,12/28/20,Moderna,100,523
Week 2,12/21/20,Moderna,300,523
Week 13,3/8/21,Pfizer,8190,524
Week 12,3/1/21,Pfizer,8190,524
Week 11,2/22/21,Pfizer,4680,524
Week 10,2/15/21,Pfizer,1950,524
Week 9,2/8/21,Pfizer,1950,524
Week 8,2/1/21,Pfizer,3900,524
Week 7,1/25/21,Pfizer,1950,524
Week 5,1/11/21,Moderna,200,524
Week 2,12/21/20,Moderna,2000,524
Week 13,3/8/21,Johnson,300,525
Week 5,1/11/21,Moderna,100,525
Week 3,12/28/20,Moderna,400,525
Week 2,12/21/20,Moderna,600,525
Week 5,1/11/21,Moderna,1200,526
Week 5,1/11/21,Moderna,100,527
Week 13,3/8/21,Johnson,100,528
Week 11,2/22/21,Moderna,100,528
Week 3,12/28/20,Moderna,100,528
Week 13,3/8/21,Johnson,100,529
Week 2,12/21/20,Moderna,200,529
Week 2,12/21/20,Moderna,500,530
Week 13,3/8/21,Johnson,500,531
Week 3,12/28/20,Moderna,500,531
Week 2,12/21/20,Moderna,500,531
Week 13,3/8/21,Johnson,100,532
Week 6,1/18/21,Moderna,100,532
Week 4,1/4/21,Moderna,1200,533
Week 3,12/28/20,Moderna,7000,533
Week 2,12/21/20,Moderna,2500,533
Week 3,12/28/20,Moderna,200,534
Week 2,12/21/20,Moderna,2500,534
Week 7,1/25/21,Moderna,200,535
Week 13,3/8/21,Johnson,200,536
Week 12,3/1/21,Moderna,100,536
Week 11,2/22/21,Moderna,100,536
Week 10,2/15/21,Moderna,200,536
Week 3,12/28/20,Moderna,200,536
Week 2,12/21/20,Moderna,100,536
Week 11,2/22/21,Moderna,100,537
Week 13,3/8/21,Johnson,100,538
Week 13,3/8/21,Johnson,300,539
Week 3,12/28/20,Moderna,100,540
Week 2,12/21/20,Moderna,900,540
Week 13,3/8/21,Pfizer,3510,541
Week 12,3/1/21,Pfizer,3510,541
Week 11,2/22/21,Pfizer,3510,541
Week 10,2/15/21,Pfizer,2925,541
Week 9,2/8/21,Pfizer,2925,541
Week 8,2/1/21,Pfizer,2925,541
Week 7,1/25/21,Pfizer,2925,541
Week 3,12/28/20,Moderna,600,541
Week 2,12/21/20,Pfizer,975,541
Week 1,12/14/20,Pfizer,975,541
Week 13,3/8/21,Johnson,100,542
Week 2,12/21/20,Moderna,400,542
Week 1,12/14/20,Pfizer,1950,543
Week 3,12/28/20,Moderna,100,544
Week 4,1/4/21,Pfizer,975,545
Week 3,12/28/20,Combination,1275,545
Week 1,12/14/20,Pfizer,975,545
Week 13,3/8/21,Johnson,100,546
Week 8,2/1/21,Moderna,100,546
Week 4,1/4/21,Moderna,200,547
Week 13,3/8/21,Johnson,100,548
Week 13,3/8/21,Johnson,100,549
Week 3,12/28/20,Moderna,100,549
Week 2,12/21/20,Moderna,100,549
Week 13,3/8/21,Moderna,300,550
Week 5,1/11/21,Moderna,100,550
Week 4,1/4/21,Moderna,200,550
Week 13,3/8/21,Johnson,300,551
Week 4,1/4/21,Moderna,100,551
Week 3,12/28/20,Moderna,5500,551
Week 2,12/21/20,Pfizer,975,551
Week 1,12/14/20,Pfizer,975,551
Week 13,3/8/21,Johnson,200,552
Week 2,12/21/20,Moderna,100,552
Week 2,12/21/20,Moderna,200,553
Week 13,3/8/21,Johnson,1000,554
Week 7,1/25/21,Moderna,200,554
Week 3,12/28/20,Combination,3625,555
Week 1,12/14/20,Pfizer,4875,555
Week 2,12/21/20,Moderna,200,556
Week 13,3/8/21,Johnson,100,557
Week 6,1/18/21,Moderna,100,557
Week 2,12/21/20,Moderna,500,557
Week 4,1/4/21,Pfizer,975,558
Week 3,12/28/20,Combination,3625,558
Week 2,12/21/20,Pfizer,975,558
Week 1,12/14/20,Moderna,3900,558
Week 13,3/8/21,Johnson,100,559
Week 5,1/11/21,Moderna,100,559
Week 13,3/8/21,Pfizer,1170,560
Week 12,3/1/21,Pfizer,1170,560
Week 11,2/22/21,Pfizer,1170,560
Week 10,2/15/21,Pfizer,975,560
Week 9,2/8/21,Pfizer,975,560
Week 8,2/1/21,Pfizer,975,560
Week 7,1/25/21,Pfizer,975,560
Week 6,1/18/21,Pfizer,975,560
Week 2,12/21/20,Moderna,200,560
Week 13,3/8/21,Pfizer,2340,561
Week 12,3/1/21,Pfizer,2340,561
Week 11,2/22/21,Pfizer,2340,561
Week 10,2/15/21,Pfizer,1950,561
Week 9,2/8/21,Pfizer,1950,561
Week 8,2/1/21,Pfizer,1950,561
Week 7,1/25/21,Pfizer,1950,561
Week 6,1/18/21,Pfizer,1950,561
Week 2,12/21/20,Moderna,200,561
Week 13,3/8/21,Pfizer,1170,562
Week 12,3/1/21,Pfizer,1170,562
Week 11,2/22/21,Pfizer,1170,562
Week 10,2/15/21,Pfizer,975,562
Week 9,2/8/21,Pfizer,975,562
Week 8,2/1/21,Pfizer,975,562
Week 7,1/25/21,Pfizer,975,562
Week 6,1/18/21,Pfizer,975,562
Week 2,12/21/20,Moderna,200,562
Week 11,2/22/21,Moderna,500,563
Week 3,12/28/20,Combination,1675,563
Week 1,12/14/20,Pfizer,4875,563
Week 2,12/21/20,Moderna,800,564
Week 5,1/11/21,Moderna,100,565
Week 13,3/8/21,Johnson,100,566
Week 5,1/11/21,Moderna,100,566
Week 13,3/8/21,Pfizer,2340,567
Week 12,3/1/21,Moderna,2000,567
Week 11,2/22/21,Moderna,2000,567
Week 10,2/15/21,Moderna,2000,567
Week 9,2/8/21,Moderna,2000,567
Week 8,2/1/21,Moderna,300,567
Week 3,12/28/20,Combination,1575,567
Week 1,12/14/20,Pfizer,975,567
Week 13,3/8/21,Johnson,100,568
Week 13,3/8/21,Johnson,100,569
Week 12,3/1/21,Moderna,100,569
Week 10,2/15/21,Moderna,100,569
Week 2,12/21/20,Moderna,100,569
Week 2,12/21/20,Moderna,2100,570
Week 2,12/21/20,Moderna,100,571
Week 13,3/8/21,Johnson,100,572
Week 11,2/22/21,Moderna,200,572
Week 6,1/18/21,Moderna,700,572
Week 2,12/21/20,Moderna,200,572
Week 13,3/8/21,Johnson,100,573
Week 8,2/1/21,Moderna,300,573
Week 2,12/21/20,Moderna,200,573
Week 13,3/8/21,Johnson,100,574
Week 3,12/28/20,Moderna,100,575
Week 4,1/4/21,Moderna,300,576
Week 13,3/8/21,Johnson,100,577
Week 4,1/4/21,Moderna,500,577
Week 2,12/21/20,Moderna,1400,577
Week 13,3/8/21,Johnson,200,578
Week 12,3/1/21,Moderna,300,578
Week 11,2/22/21,Moderna,300,578
Week 2,12/21/20,Moderna,500,578
Week 2,12/21/20,Moderna,500,579
Week 13,3/8/21,Johnson,200,580
Week 12,3/1/21,Moderna,300,580
Week 11,2/22/21,Moderna,200,580
Week 5,1/11/21,Moderna,100,580
Week 5,1/11/21,Moderna,100,581
Week 9,2/8/21,Moderna,100,582
Week 13,3/8/21,Johnson,100,583
Week 13,3/8/21,Johnson,100,584
Week 13,3/8/21,Johnson,100,585
Week 13,3/8/21,Johnson,100,586
Week 3,12/28/20,Moderna,200,586
Week 1,12/14/20,Pfizer,975,586
Week 9-Fed,2/8/21,Moderna,200,587
Week 13,3/8/21,Johnson,100,588
Week 8,2/1/21,Moderna,100,588
Week 9-Fed,2/8/21,Moderna,100,589
Week 13,3/8/21,Moderna,100,590
Week 10,2/15/21,Moderna,100,590
Week 4,1/4/21,Moderna,100,590
Week 2,12/21/20,Moderna,500,591
Week 13,3/8/21,Pfizer,21060,592
Week 13,3/8/21,Johnson,6500,592
Week 12,3/1/21,Pfizer,21060,592
Week 11,2/22/21,Pfizer,21060,592
Week 13,3/8/21,Moderna,1000,593
Week 9,2/8/21,Moderna,400,593
Week 13,3/8/21,Johnson,100,594
Week 13,3/8/21,Moderna,3000,595
Week 12,3/1/21,Moderna,3000,595
Week 10,2/15/21,Moderna,5000,595
Week 9,2/8/21,Moderna,5000,595
Week 8,2/1/21,Pfizer,4875,595
Week 13,3/8/21,Moderna,6000,596
Week 12,3/1/21,Moderna,6000,596
Week 11,2/22/21,Moderna,6000,596
Week 10,2/15/21,Moderna,6000,596
Week 9,2/8/21,Moderna,6000,596
Week 8,2/1/21,Moderna,5000,596
Week 7,1/25/21,Moderna,5000,596
Week 6,1/18/21,Moderna,5000,596
Week 4,1/4/21,Moderna,1000,596
Week 13,3/8/21,Johnson,200,597
Week 5,1/11/21,Moderna,100,597
Week 13,3/8/21,Moderna,5000,598
Week 12,3/1/21,Moderna,5000,598
Week 11,2/22/21,Moderna,5000,598
Week 10,2/15/21,Moderna,5000,598
Week 9,2/8/21,Moderna,5000,598
Week 8,2/1/21,Moderna,5000,598
Week 7,1/25/21,Moderna,1200,598
Week 6,1/18/21,Moderna,1200,598
Week 5,1/11/21,Moderna,1200,598
Week 4,1/4/21,Moderna,500,598
Week 3,12/28/20,Moderna,300,598
Week 2,12/21/20,Moderna,300,598
Week 5,1/11/21,Moderna,5000,599
Week 13,3/8/21,Moderna,4000,600
Week 12,3/1/21,Moderna,4000,600
Week 11,2/22/21,Moderna,3000,600
Week 10,2/15/21,Moderna,2000,600
Week 9,2/8/21,Moderna,2000,600
Week 8,2/1/21,Pfizer,7800,600
Week 7,1/25/21,Moderna,2000,600
Week 6,1/18/21,Moderna,2000,600
Week 2,12/21/20,Moderna,800,600
Week 13,3/8/21,Moderna,1000,601
Week 12,3/1/21,Moderna,1000,601
Week 3,12/28/20,Moderna,500,601
Week 13,3/8/21,Johnson,3500,602
Week 12,3/1/21,Pfizer,3510,602
Week 11,2/22/21,Pfizer,1170,602
Week 10,2/15/21,Moderna,300,602
Week 9,2/8/21,Moderna,200,602
